Product Name,Price,Rating,Reviews,Discount,Availability,Delivery Date
"HP 14 AI Laptop, Intel Core Ultra 7 155H, 12 Tops, 16GB DDR5, 512GB SSD (Win11, Office21, Silver, 1.4 kg) Anti-Glare FHD, 14-inch (35.6 cm) Intel Arc Graphics, FHD Camera w/Shutter, Backlit, gr1023TU","₹82,990",3.5,10,(16% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 18 mins. Details"
"ASUS Vivobook 15, Intel Core i5-1235U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/Quiet Blue/1.7 kg), X1504ZA-NJ521WS","₹43,489",4.0,91,(38% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 17 mins. Details"
"Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 4050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41, 15.6"" FHD Display, 2.1 KG","₹81,990",4.2,61,(20% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 17 mins. Details"
"Lenovo Ideapad 5 2-in-1 13th Gen Core i5-13420H (16GB RAM/512GB SSD/Windows 11/Office Home 2024/WUXGA IPS/14 (35.5cm)/Touchscreen 2-in-1/3Mon.Game Pass/Grey/1.6kg), 83KX0059IN Laptop","₹72,190",N/A,N/A,(25% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 17 mins. Details"
OneAssist 2 Years Total Protection Plan for Laptop Between INR 30001-40000 (E-Mail Delivery Only),"₹1,799",3.5,73,(50% off),In stock,FREE delivery Today. Order within 5 hrs 17 mins. Details
"Lenovo IdeaPad Slim 5 Ryzen 7 7735HS (16GB RAM/512GB SSD/Integrated AMD Radeon 680M Graphics/WUXGA IPS Display/13.3"" (33.7cm)/Windows 11/Office Home 2024/Backlit KB/Grey/1.15Kg), 83J2000HIN Laptop","₹62,190",4.0,79,(22% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 17 mins. Details"
"Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop (Windows11Home/16GB RAM/512GB SSD/MSO) AL15-52H, 39.62cm (15.6"") IPS Full HD, Backlit Keyboard, Pure Silver, 1.7KG","₹49,999",3.9,216,(25% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo ThinkPad E14 Intel Core i7 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS13K00","₹96,990",N/A,N/A,(25% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Intel UHD Graphics/Win 11/MSO 21/Backlit KB/1 Yr ADP Free/Grey/1.6Kg), 83ER008DIN","₹51,150",3.9,95,(34% off),In stock,"FREE delivery Saturday, 1 March. Order within 20 hrs 31 mins. Details"
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 83BF000UIN","₹60,190",3.9,771,(20% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Integrated AMD Graphics/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BRIN","₹35,990",4.0,"1,919",(35% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 15 mins. Details"
"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel UHD Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.6 kg), fr5011TU","₹48,900",4.0,64,(30% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop(Win11Home/12GB RAM/512GB SSD/Intel UHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display, Backlit Keyboard, Pure Silver, 1.7KG","₹47,999",3.8,37,(27% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 15 mins. Details"
"(Refurbished) Dell Latitude 5320 Intel Core i5 11th Gen 13.3"" (33.8 cm) HD Laptop (8 GB DDR4 RAM|512 GB SSD|Intel Iris Xe Graphics)|Wi-Fi|Windows 11|Thin & Light Laptop|MS Office","₹25,999",3.3,3,(71% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Friday, 28 February. Details"
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i7-1355U Proc, 16GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Backlit KB, Win 11 + Office H&S 2024 + M365 & 15 Month McAfee, Silver, 1.62kg","₹70,603",4.0,22,(21% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 15 mins. Details"
"Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 3050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41, 15.6"" FHD Display, 2.1 KG","₹71,990",4.2,61,(18% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 15 mins. Details"
"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","₹49,990",3.6,43,(38% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 14 mins. Details"
"HP Victus Gaming, 13th Gen Intel Core i7-13620H, 16GB DDR4 Ram, 512GB SSD, 8GB NVIDIA RTX 4060, 15.6-inch(39.6cm), 144Hz, IPS, Backlit KB, Audio by B&O, (Win 11, Office 21, Silver, 2.29kg) fa1276TX","₹90,990",N/A,N/A,(27% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 14 mins. Details"
"Lenovo IdeaPad Slim 3 Core i5 13420H (16GB RAM/512GB SSD/15.6"" (39.6cm)/Integrated Intel UHD Graphics/Windows 11/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 83EM00H0IN Laptop","₹59,008",5.0,1,(32% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo IdeaPad Slim 3 12th Gen Intel® Core™ i5-12450H 15.6 inch (39.6cm) FHD Laptop (16GB/512GB SSD/Windows 11/Office 2024/Alexa Built-in/1Yr ADP Free/3 Month Game Pass/Arctic Grey/1.62Kg), 83ER00KPIN","₹50,675",4.0,241,(29% off),In stock,"FREE delivery Sunday, 2 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 14 mins. Details"
"Logitech M186 Wireless Mouse, 2.4GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous, Compatible with PC, Mac, Laptop",₹495,4.3,"77,045",(59% off),In stock,"FREE delivery Saturday, 1 March on orders dispatched by Amazon over ₹499. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 14 mins. Details"
"HP Pavilion x360, 13th Gen Intel Core i5-1335U,16GB DDR4, 512GB SSD, (Win11,Office 21, Silver,1.51kg), Touchscreen, 14-inch(35.6cm), FHD Laptop, Iris Xe, FPR, 5MP Camera, Backlit KB, Pen, ek1074TU","₹69,990",3.6,71,(24% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 13 mins. Details"
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11PRO) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021","₹31,490",3.7,14,(61% off),In stock,"FREE delivery Saturday, 1 March. Details"
"HP 15, 13th Gen Intel Core i7-1355U (16GB DDR4, 512GB SSD) Microsoft365* Office2024, Win11, 15.6inch(39.6cm) FHD Laptop, Intel Iris Xe, FHD Camera w/Privacy Shutter, Backlit, Silver, 1.59kg, fd0468tu","₹71,190",N/A,N/A,(8% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 13 mins. Details"
"Acer ALG Gaming Laptop 12th Gen Intel Core i5 Processor (16GB RAM/512GB SSD/6GB RTX3050/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6"") Full HD, Premium Metal Body, Steel Gray, 1.99KG","₹61,990",3.8,117,(33% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 13 mins. Details"
"HONOR MagicBook X16 Pro 2024, 13th Gen Intel Core i5-13420H (8GB/512GB NVMe SSD, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.75Kg), Gray","₹56,990",4.2,590,(28% off),In stock,"FREE delivery Saturday, 1 March. Details"
"Lenovo V14 Intel Core i3 12th Gen 14"" (35.56 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.43 kg)","₹31,990",3.6,31,(51% off),In stock,"FREE delivery Sunday, 2 March. Details"
"HP 15 Core i5 12th Gen (16GB RAM/512GB SSD/FHD/Windows 11/MS Office/Backlit Keyboard/15.6"" (39.6cm)/Silver/1.59 kg) fd0111TU Laptop","₹49,199",3.4,9,(21% off),In stock,"FREE delivery Saturday, 1 March. Details"
"ASUS Vivobook S14, 14"" FHD+ (1920 x 1200), Intel Core Ultra 5 Processor, (16GB RAM/512GB SSD/Intel Arc iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Mist Blue/1.3 Kg), S5406SA-QD098WS","₹99,990",N/A,N/A,(15% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 12 mins. Details"
"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS0X800","₹74,990",3.6,6,(31% off),In stock,"FREE delivery Saturday, 1 March. Details
Or fastest delivery Thursday, 27 February. Order within 9 hrs 12 mins. Details"
